546371824;"PLANALTINA II";-15.746405;-47.661732;(parado);"03/02/2026 01:02:29"
546371848;"PLANALTINA II";-15.746391;-47.661728;(parado);"03/02/2026 01:02:30"
546371868;"PLANALTINA II";-15.746385;-47.661728;(parado);"03/02/2026 01:02:31"
546371890;"PLANALTINA II";-15.746377;-47.661724;(parado);"03/02/2026 01:02:32"
546371921;"PLANALTINA II";-15.746377;-47.661724;(parado);"03/02/2026 01:02:33"
546371936;"PLANALTINA II";-15.746377;-47.661724;(parado);"03/02/2026 01:02:34"
546371958;"PLANALTINA II";-15.746377;-47.661724;(parado);"03/02/2026 01:02:35"
546371979;"PLANALTINA II";-15.746360;-47.661743;(parado);"03/02/2026 01:02:36"
546372004;"PLANALTINA II";-15.746342;-47.661751;8km/h;"03/02/2026 01:02:37"
546372044;"PLANALTINA II";-15.746304;-47.661774;8km/h;"03/02/2026 01:02:39"
546372081;"PLANALTINA II";-15.746280;-47.661789;10km/h;"03/02/2026 01:02:41"
546372091;"PLANALTINA II";-15.746259;-47.661812;12km/h;"03/02/2026 01:02:41"
546372123;"PLANALTINA II";-15.746235;-47.661827;14km/h;"03/02/2026 01:02:43"
546372146;"PLANALTINA II";-15.746183;-47.661873;16km/h;"03/02/2026 01:02:44"
546372167;"PLANALTINA II";-15.746155;-47.661911;18km/h;"03/02/2026 01:02:45"
546372191;"PLANALTINA II";-15.746128;-47.661957;19km/h;"03/02/2026 01:02:46"
546372212;"PLANALTINA II";-15.746097;-47.662003;19km/h;"03/02/2026 01:02:47"
546372232;"PLANALTINA II";-15.746068;-47.662041;14km/h;"03/02/2026 01:02:48"
546372254;"PLANALTINA II";-15.746058;-47.662056;12km/h;"03/02/2026 01:02:49"
546372275;"PLANALTINA II";-15.746040;-47.662102;14km/h;"03/02/2026 01:02:50"
546372297;"PLANALTINA II";-15.746016;-47.662132;14km/h;"03/02/2026 01:02:51"
546373944;"PLANALTINA II";-15.744663;-47.663940;(parado);"03/02/2026 01:04:09"
546373965;"PLANALTINA II";-15.744663;-47.663940;(parado);"03/02/2026 01:04:10"
546373988;"PLANALTINA II";-15.744663;-47.663940;(parado);"03/02/2026 01:04:11"
546374023;"PLANALTINA II";-15.744672;-47.663914;4km/h;"03/02/2026 01:04:12"
546374039;"PLANALTINA II";-15.744677;-47.663906;5km/h;"03/02/2026 01:04:13"
546374055;"PLANALTINA II";-15.744683;-47.663895;4km/h;"03/02/2026 01:04:14"
546374076;"PLANALTINA II";-15.744688;-47.663887;(parado);"03/02/2026 01:04:15"
546374096;"PLANALTINA II";-15.744695;-47.663879;(parado);"03/02/2026 01:04:16"
546374120;"PLANALTINA II";-15.744703;-47.663872;(parado);"03/02/2026 01:04:17"
546374142;"PLANALTINA II";-15.744703;-47.663872;(parado);"03/02/2026 01:04:18"
546374165;"PLANALTINA II";-15.744703;-47.663872;(parado);"03/02/2026 01:04:19"
546374221;"PLANALTINA II";-15.744703;-47.663872;(parado);"03/02/2026 01:04:21"
546374232;"PLANALTINA II";-15.744694;-47.663857;6km/h;"03/02/2026 01:04:22"
546374255;"PLANALTINA II";-15.744678;-47.663849;6km/h;"03/02/2026 01:04:23"
546374278;"PLANALTINA II";-15.744672;-47.663834;7km/h;"03/02/2026 01:04:24"
546374309;"PLANALTINA II";-15.744668;-47.663815;8km/h;"03/02/2026 01:04:25"
546374323;"PLANALTINA II";-15.744658;-47.663792;8km/h;"03/02/2026 01:04:26"
546374345;"PLANALTINA II";-15.744655;-47.663773;8km/h;"03/02/2026 01:04:27"
546374368;"PLANALTINA II";-15.744640;-47.663750;10km/h;"03/02/2026 01:04:28"
546374391;"PLANALTINA II";-15.744620;-47.663727;11km/h;"03/02/2026 01:04:29"
546374413;"PLANALTINA II";-15.744590;-47.663708;14km/h;"03/02/2026 01:04:30"
546374436;"PLANALTINA II";-15.744555;-47.663696;14km/h;"03/02/2026 01:04:31"
546374459;"PLANALTINA II";-15.744516;-47.663689;14km/h;"03/02/2026 01:04:32"
546377709;"PLANALTINA II";-15.734366;-47.661896;79km/h;"03/02/2026 01:07:05"
546377731;"PLANALTINA II";-15.734174;-47.661858;79km/h;"03/02/2026 01:07:06"
546377759;"PLANALTINA II";-15.733983;-47.661797;79km/h;"03/02/2026 01:07:07"
546377777;"PLANALTINA II";-15.733784;-47.661758;79km/h;"03/02/2026 01:07:08"
546377804;"PLANALTINA II";-15.733588;-47.661720;80km/h;"03/02/2026 01:07:09"
546377821;"PLANALTINA II";-15.733395;-47.661686;79km/h;"03/02/2026 01:07:10"
546377845;"PLANALTINA II";-15.733198;-47.661648;80km/h;"03/02/2026 01:07:11"
546377874;"PLANALTINA II";-15.733026;-47.661598;81km/h;"03/02/2026 01:07:12"
546377885;"PLANALTINA II";-15.732821;-47.661526;79km/h;"03/02/2026 01:07:13"
546377908;"PLANALTINA II";-15.732641;-47.661491;79km/h;"03/02/2026 01:07:14"
546377936;"PLANALTINA II";-15.732456;-47.661461;79km/h;"03/02/2026 01:07:15"
546377953;"PLANALTINA II";-15.732257;-47.661419;79km/h;"03/02/2026 01:07:16"
546377976;"PLANALTINA II";-15.732059;-47.661373;80km/h;"03/02/2026 01:07:17"
546377998;"PLANALTINA II";-15.731855;-47.661327;79km/h;"03/02/2026 01:07:18"
546378021;"PLANALTINA II";-15.731660;-47.661289;78km/h;"03/02/2026 01:07:19"
546378045;"PLANALTINA II";-15.731470;-47.661255;76km/h;"03/02/2026 01:07:20"
546378066;"PLANALTINA II";-15.731280;-47.661224;78km/h;"03/02/2026 01:07:21"
546378089;"PLANALTINA II";-15.731095;-47.661190;74km/h;"03/02/2026 01:07:22"
546378111;"PLANALTINA II";-15.730915;-47.661163;74km/h;"03/02/2026 01:07:23"
546378135;"PLANALTINA II";-15.730737;-47.661133;73km/h;"03/02/2026 01:07:24"
546378158;"PLANALTINA II";-15.730554;-47.661102;75km/h;"03/02/2026 01:07:25"
546378181;"PLANALTINA II";-15.730373;-47.661072;71km/h;"03/02/2026 01:07:26"
546378204;"PLANALTINA II";-15.730200;-47.661045;70km/h;"03/02/2026 01:07:27"
546379316;"PLANALTINA II";-15.728935;-47.654583;55km/h;"03/02/2026 01:08:20"
546379335;"PLANALTINA II";-15.728960;-47.654446;52km/h;"03/02/2026 01:08:21"
546379357;"PLANALTINA II";-15.728987;-47.654320;51km/h;"03/02/2026 01:08:21"
546379384;"PLANALTINA II";-15.729007;-47.654198;48km/h;"03/02/2026 01:08:23"
546379405;"PLANALTINA II";-15.729030;-47.654095;40km/h;"03/02/2026 01:08:24"
546379427;"PLANALTINA II";-15.729045;-47.654003;35km/h;"03/02/2026 01:08:25"
546379471;"PLANALTINA II";-15.729058;-47.653923;30km/h;"03/02/2026 01:08:27"
546379473;"PLANALTINA II";-15.729069;-47.653851;26km/h;"03/02/2026 01:08:27"
546379494;"PLANALTINA II";-15.729080;-47.653790;25km/h;"03/02/2026 01:08:28"
546379503;"PLANALTINA II";-15.729102;-47.653744;21km/h;"03/02/2026 01:08:29"
546379526;"PLANALTINA II";-15.729125;-47.653709;17km/h;"03/02/2026 01:08:30"
546379547;"PLANALTINA II";-15.729141;-47.653694;11km/h;"03/02/2026 01:08:31"
546379567;"PLANALTINA II";-15.729156;-47.653687;5km/h;"03/02/2026 01:08:32"
546379609;"PLANALTINA II";-15.729183;-47.653687;(parado);"03/02/2026 01:08:34"
546379630;"PLANALTINA II";-15.729192;-47.653687;(parado);"03/02/2026 01:08:35"
546379652;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:36"
546379673;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:37"
546379695;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:38"
546379717;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:39"
546379738;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:40"
546379760;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:41"
546379782;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:42"
546379804;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:43"
546379825;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:44"
546379847;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:45"
546379869;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:46"
546379892;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:47"
546379913;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:48"
546379946;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:49"
546379957;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:50"
546379977;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:51"
546380009;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:52"
546380026;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:53"
546380040;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:54"
546380060;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:55"
546380102;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:57"
546380108;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:57"
546380125;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:58"
546380146;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:08:59"
546380211;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:02"
546380238;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:03"
546380239;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:03"
546380273;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:05"
546380313;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:06"
546380314;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:06"
546380315;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:06"
546380321;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:07"
546380343;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:08"
546380365;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:09"
546380387;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:10"
546380409;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:11"
546380432;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:12"
546380453;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:13"
546380474;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:14"
546380495;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:15"
546380516;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:16"
546380537;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:17"
546380560;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:18"
546380579;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:19"
546380600;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:20"
546380622;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:21"
546380645;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:22"
546380685;"PLANALTINA II";-15.729198;-47.653687;(parado);"03/02/2026 01:09:24"
546382328;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:45"
546382349;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:46"
546382371;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:47"
546382391;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:48"
546382412;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:49"
546382433;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:50"
546382454;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:51"
546382475;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:52"
546382503;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:53"
546382523;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:54"
546382544;"PLANALTINA II";-15.729247;-47.653595;(parado);"03/02/2026 01:10:55"
546382566;"PLANALTINA II";-15.729274;-47.653576;6km/h;"03/02/2026 01:10:56"
546382584;"PLANALTINA II";-15.729285;-47.653564;6km/h;"03/02/2026 01:10:57"
546382606;"PLANALTINA II";-15.729301;-47.653553;7km/h;"03/02/2026 01:10:58"
546382629;"PLANALTINA II";-15.729317;-47.653542;6km/h;"03/02/2026 01:10:59"
546382651;"PLANALTINA II";-15.729330;-47.653534;5km/h;"03/02/2026 01:11:00"
546382672;"PLANALTINA II";-15.729340;-47.653530;4km/h;"03/02/2026 01:11:01"
546382693;"PLANALTINA II";-15.729352;-47.653526;(parado);"03/02/2026 01:11:02"
546382713;"PLANALTINA II";-15.729359;-47.653530;(parado);"03/02/2026 01:11:03"
546382763;"PLANALTINA II";-15.729360;-47.653530;(parado);"03/02/2026 01:11:06"
546382779;"PLANALTINA II";-15.729360;-47.653530;(parado);"03/02/2026 01:11:06"
546382800;"PLANALTINA II";-15.729360;-47.653530;(parado);"03/02/2026 01:11:07"
546382824;"PLANALTINA II";-15.729360;-47.653530;(parado);"03/02/2026 01:11:08"
