546446337;"PLANALTINA II";-15.683327;-47.651443;48km/h;"03/02/2026 02:00:00"
546446361;"PLANALTINA II";-15.683205;-47.651424;52km/h;"03/02/2026 02:00:01"
546446386;"PLANALTINA II";-15.683077;-47.651398;53km/h;"03/02/2026 02:00:03"
546446408;"PLANALTINA II";-15.682948;-47.651371;51km/h;"03/02/2026 02:00:03"
546446433;"PLANALTINA II";-15.682828;-47.651337;48km/h;"03/02/2026 02:00:05"
546446458;"PLANALTINA II";-15.682720;-47.651310;43km/h;"03/02/2026 02:00:06"
546446482;"PLANALTINA II";-15.682622;-47.651283;35km/h;"03/02/2026 02:00:07"
546446506;"PLANALTINA II";-15.682547;-47.651260;29km/h;"03/02/2026 02:00:08"
546446529;"PLANALTINA II";-15.682487;-47.651249;24km/h;"03/02/2026 02:00:09"
546446551;"PLANALTINA II";-15.682440;-47.651241;19km/h;"03/02/2026 02:00:10"
546446574;"PLANALTINA II";-15.682399;-47.651230;18km/h;"03/02/2026 02:00:11"
546446597;"PLANALTINA II";-15.682352;-47.651222;21km/h;"03/02/2026 02:00:12"
546446621;"PLANALTINA II";-15.682290;-47.651211;27km/h;"03/02/2026 02:00:13"
546446646;"PLANALTINA II";-15.682217;-47.651196;34km/h;"03/02/2026 02:00:14"
546446670;"PLANALTINA II";-15.682128;-47.651173;39km/h;"03/02/2026 02:00:15"
546446694;"PLANALTINA II";-15.682030;-47.651154;42km/h;"03/02/2026 02:00:16"
546446717;"PLANALTINA II";-15.681938;-47.651127;40km/h;"03/02/2026 02:00:17"
546446741;"PLANALTINA II";-15.681837;-47.651100;43km/h;"03/02/2026 02:00:18"
546446763;"PLANALTINA II";-15.681735;-47.651073;45km/h;"03/02/2026 02:00:19"
546446786;"PLANALTINA II";-15.681619;-47.651054;49km/h;"03/02/2026 02:00:20"
546446811;"PLANALTINA II";-15.681470;-47.651031;53km/h;"03/02/2026 02:00:21"
546446835;"PLANALTINA II";-15.681325;-47.651005;58km/h;"03/02/2026 02:00:22"
546446859;"PLANALTINA II";-15.681175;-47.650974;60km/h;"03/02/2026 02:00:23"
546446882;"PLANALTINA II";-15.681026;-47.650948;59km/h;"03/02/2026 02:00:24"
546446906;"PLANALTINA II";-15.680880;-47.650921;56km/h;"03/02/2026 02:00:25"
546446929;"PLANALTINA II";-15.680743;-47.650894;55km/h;"03/02/2026 02:00:26"
546446953;"PLANALTINA II";-15.680610;-47.650867;56km/h;"03/02/2026 02:00:27"
546446976;"PLANALTINA II";-15.680471;-47.650822;60km/h;"03/02/2026 02:00:28"
546447000;"PLANALTINA II";-15.680331;-47.650776;59km/h;"03/02/2026 02:00:29"
546447024;"PLANALTINA II";-15.680192;-47.650726;59km/h;"03/02/2026 02:00:30"
546447045;"PLANALTINA II";-15.680055;-47.650661;59km/h;"03/02/2026 02:00:31"
546447068;"PLANALTINA II";-15.679918;-47.650589;63km/h;"03/02/2026 02:00:32"
546447092;"PLANALTINA II";-15.679783;-47.650501;62km/h;"03/02/2026 02:00:33"
546447116;"PLANALTINA II";-15.679650;-47.650410;64km/h;"03/02/2026 02:00:34"
546447140;"PLANALTINA II";-15.679522;-47.650307;65km/h;"03/02/2026 02:00:35"
546447162;"PLANALTINA II";-15.679394;-47.650200;64km/h;"03/02/2026 02:00:36"
546447186;"PLANALTINA II";-15.679274;-47.650093;63km/h;"03/02/2026 02:00:37"
546447210;"PLANALTINA II";-15.679156;-47.649975;64km/h;"03/02/2026 02:00:38"
546447232;"PLANALTINA II";-15.679049;-47.649857;61km/h;"03/02/2026 02:00:39"
546447256;"PLANALTINA II";-15.678948;-47.649734;58km/h;"03/02/2026 02:00:40"
546447280;"PLANALTINA II";-15.678857;-47.649628;51km/h;"03/02/2026 02:00:41"
546447303;"PLANALTINA II";-15.678779;-47.649536;42km/h;"03/02/2026 02:00:42"
546447327;"PLANALTINA II";-15.678717;-47.649467;34km/h;"03/02/2026 02:00:43"
546447349;"PLANALTINA II";-15.678674;-47.649414;27km/h;"03/02/2026 02:00:44"
546447371;"PLANALTINA II";-15.678640;-47.649368;23km/h;"03/02/2026 02:00:45"
546447396;"PLANALTINA II";-15.678607;-47.649326;21km/h;"03/02/2026 02:00:46"
546447442;"PLANALTINA II";-15.678523;-47.649231;27km/h;"03/02/2026 02:00:48"
546447466;"PLANALTINA II";-15.678469;-47.649170;33km/h;"03/02/2026 02:00:49"
546447490;"PLANALTINA II";-15.678413;-47.649101;34km/h;"03/02/2026 02:00:50"
546447514;"PLANALTINA II";-15.678362;-47.649036;32km/h;"03/02/2026 02:00:51"
546447538;"PLANALTINA II";-15.678317;-47.648975;29km/h;"03/02/2026 02:00:52"
546447561;"PLANALTINA II";-15.678277;-47.648926;25km/h;"03/02/2026 02:00:53"
546447585;"PLANALTINA II";-15.678237;-47.648884;23km/h;"03/02/2026 02:00:54"
546447609;"PLANALTINA II";-15.678204;-47.648849;20km/h;"03/02/2026 02:00:55"
546447633;"PLANALTINA II";-15.678165;-47.648808;24km/h;"03/02/2026 02:00:56"
546447657;"PLANALTINA II";-15.678120;-47.648762;27km/h;"03/02/2026 02:00:57"
546447680;"PLANALTINA II";-15.678066;-47.648701;33km/h;"03/02/2026 02:00:58"
546447703;"PLANALTINA II";-15.678000;-47.648628;39km/h;"03/02/2026 02:00:59"
546447726;"PLANALTINA II";-15.677934;-47.648552;40km/h;"03/02/2026 02:01:00"
546447749;"PLANALTINA II";-15.677798;-47.648396;43km/h;"03/02/2026 02:01:01"
546447772;"PLANALTINA II";-15.677720;-47.648304;48km/h;"03/02/2026 02:01:02"
546447796;"PLANALTINA II";-15.677638;-47.648209;51km/h;"03/02/2026 02:01:03"
546447820;"PLANALTINA II";-15.677551;-47.648109;55km/h;"03/02/2026 02:01:04"
546447844;"PLANALTINA II";-15.677462;-47.648003;57km/h;"03/02/2026 02:01:05"
546447868;"PLANALTINA II";-15.677360;-47.647888;63km/h;"03/02/2026 02:01:06"
546447891;"PLANALTINA II";-15.677255;-47.647766;64km/h;"03/02/2026 02:01:07"
546447915;"PLANALTINA II";-15.677147;-47.647648;62km/h;"03/02/2026 02:01:08"
546447937;"PLANALTINA II";-15.677043;-47.647530;63km/h;"03/02/2026 02:01:09"
546447961;"PLANALTINA II";-15.676935;-47.647408;65km/h;"03/02/2026 02:01:10"
546447983;"PLANALTINA II";-15.676820;-47.647282;69km/h;"03/02/2026 02:01:11"
546448008;"PLANALTINA II";-15.676699;-47.647144;71km/h;"03/02/2026 02:01:12"
546448033;"PLANALTINA II";-15.676579;-47.647007;70km/h;"03/02/2026 02:01:13"
546448055;"PLANALTINA II";-15.676455;-47.646866;73km/h;"03/02/2026 02:01:14"
546448078;"PLANALTINA II";-15.676333;-47.646721;72km/h;"03/02/2026 02:01:15"
546448103;"PLANALTINA II";-15.676213;-47.646580;71km/h;"03/02/2026 02:01:16"
546448126;"PLANALTINA II";-15.676095;-47.646442;71km/h;"03/02/2026 02:01:17"
546448148;"PLANALTINA II";-15.675973;-47.646305;72km/h;"03/02/2026 02:01:18"
546448174;"PLANALTINA II";-15.675854;-47.646168;71km/h;"03/02/2026 02:01:19"
546448199;"PLANALTINA II";-15.675730;-47.646034;71km/h;"03/02/2026 02:01:20"
546448218;"PLANALTINA II";-15.675607;-47.645905;70km/h;"03/02/2026 02:01:21"
546448243;"PLANALTINA II";-15.675484;-47.645767;74km/h;"03/02/2026 02:01:22"
546448266;"PLANALTINA II";-15.675353;-47.645630;73km/h;"03/02/2026 02:01:23"
546448290;"PLANALTINA II";-15.675217;-47.645500;73km/h;"03/02/2026 02:01:24"
546448313;"PLANALTINA II";-15.675075;-47.645378;71km/h;"03/02/2026 02:01:25"
546448336;"PLANALTINA II";-15.674927;-47.645260;74km/h;"03/02/2026 02:01:26"
